piX,piY,h2X,h2Y,tX,tY,axy,ayx,iXY,iX,iY
5.812570518381594e-4,0.07567430965066305,0.05531757541648868,0.05458263293007764,0.0017228546106943712,-0.0035766253529944006,-0.15260080310817573,0.27613962731009395,-4.57185080994829e-4,1.120065991631448,1.041302284868339
NA,NA,0.004117713758582109,0.01284571041528379,0.011386855142728108,0.10082346041076932,0.1441857960522664,0.07747141253014356,0.013703887070016529,NA,NA
NA,NA,3.8193470815313446e-41,2.146367037819913e-5,0.8797374463769178,0.9717016682405929,0.2898903242087463,3.6468004063360194e-4,0.9733861451199923,NA,NA
