"Trait","mLL","piX","h2X","iX","conv"
"Snoring",-1151453.38328807,0.000621827223898034,0.0604354346333471,1.1109065042541,0
"Dementia",-1231280.03264703,-8.10355234951257e-05,0.0236326810928946,1.07675654976508,0
