"SP","mLL","piX","piY","h2X","h2Y","tX","tY","axy","ayx","iXY","conv","iX","iY"
1,-3073084.43398887,0.000568708747905072,1.54178238710894e-05,0.0529295461828329,0.0487914927339622,0.032782297474253,0.128332169588862,0.207642202686175,0.0285855492468935,-0.0181546658283086,0,1.09780216246198,1.03997133625807
2,-3073087.92746588,0.000568708747905072,1.54178238710894e-05,0.0542785584559205,0.0438367114136581,6.79256754747338e-05,-0.155697171301309,0.132351263081812,0.0306990899053391,-0.00402490117922517,0,1.09780216246198,1.03997133625807
3,-3073085.67206052,0.000568708747905072,1.54178238710894e-05,0.0545184077520945,0.0451594343072008,0.00376988652106178,-0.162969851858493,0.146436899987929,0.0196843727618462,-0.00420739211874777,0,1.09780216246198,1.03997133625807
4,-3073092.87468967,0.000568708747905072,1.54178238710894e-05,0.0533382182808041,0.0456810857289752,0.0284415143530059,0.152145993315399,0.107174367662779,0.0276278276991413,-0.00940888352059746,0,1.09780216246198,1.03997133625807
5,-3073077.16637058,0.000568708747905072,1.54178238710894e-05,0.0512075921796047,0.047330075538459,0.0620025791755381,-0.145772524553791,0.37895603247636,0.059728282451085,-0.0162117434076128,0,1.09780216246198,1.03997133625807
6,-3073067.73871253,0.000568708747905072,1.54178238710894e-05,0.0544964901917076,0.0435760257275369,9.68920355804168e-06,-0.168880607495066,0.0798903185207738,0.00608660947197273,-3.06196385404585e-06,0,1.09780216246198,1.03997133625807
7,-3073093.33808157,0.000568708747905072,1.54178238710894e-05,0.054231178986074,0.0458632084328968,0.00302809590020651,-0.148662016740398,0.227185492610132,0.02144262426178,-0.0113367524883959,0,1.09780216246198,1.03997133625807
8,-3073079.93390222,0.000568708747905072,1.54178238710894e-05,0.0524444653116627,0.0466297612607592,0.0387017971040626,-0.139644005342481,0.377298537981249,-0.0413472490883534,-0.00888579549459212,0,1.09780216246198,1.03997133625807
9,-3073022.90437345,0.000568708747905072,1.54178238710894e-05,0.0542332671849416,0.0540150731858049,0.0207773548875681,-0.0577406938181351,0.225631190899501,0.0712973256328819,-0.00938105788397679,0,1.09780216246198,1.03997133625807
10,-3073051.78224703,0.000568708747905072,1.54178238710894e-05,0.0539188027180788,0.0442783416464757,0.0343562676610914,-0.113457729970884,0.314943809628516,0.0953994583729404,-0.0154669395876811,0,1.09780216246198,1.03997133625807
11,-3073012.30966973,0.000568708747905072,1.54178238710894e-05,0.0532354003018472,0.0386853195714501,5.81162159125833e-06,-0.169034469203775,-0.139643307671933,0.0991885198881974,0.0185865914604219,0,1.09780216246198,1.03997133625807
12,-3073091.09997047,0.000568708747905072,1.54178238710894e-05,0.0539153566052111,0.046545250286852,0.0255394752765449,-0.142224783138471,0.300938469494981,0.0298523846947026,-0.0130112141029007,0,1.09780216246198,1.03997133625807
13,-3073088.76553677,0.000568708747905072,1.54178238710894e-05,0.0544524096575076,0.0469802601956532,0.00939413418928521,-0.129221867947258,0.286388188430028,0.0315888403188085,-0.0154461483853849,0,1.09780216246198,1.03997133625807
14,-3073091.12854944,0.000568708747905072,1.54178238710894e-05,0.0544457012707367,0.0443849422706714,0.000105135982248829,-0.156403723606168,0.164256315745975,0.0392203232142909,-0.00903894446113051,0,1.09780216246198,1.03997133625807
15,-3073091.61033478,0.000568708747905072,1.54178238710894e-05,0.0530748564352329,0.0463044297540628,0.0287586883830571,0.152113573093714,0.0929480590261173,0.0400663978959525,-0.00917574151974136,0,1.09780216246198,1.03997133625807
16,-3073090.92633524,0.000568708747905072,1.54178238710894e-05,0.0542087139374116,0.0453687308340734,2.16704585365582e-05,-0.155382743086239,0.15611106127903,0.045309929608396,-0.0073213123233938,0,1.09780216246198,1.03997133625807
17,-3073074.52957867,0.000568708747905072,1.54178238710894e-05,0.0501606674271326,0.0470424128302395,0.0694234934804221,-0.140836739085432,0.43741861278481,0.0375016577606523,-0.0153047245640068,0,1.09780216246198,1.03997133625807
18,-3073062.98476237,0.000568708747905072,1.54178238710894e-05,0.0486679012971864,0.0437678942646434,0.0703211956249597,0.17359461217498,-0.194676329900649,0.020675930704525,0.00851054206599537,0,1.09780216246198,1.03997133625807
19,-3073076.8699085,0.000568708747905072,1.54178238710894e-05,0.05078508714702,0.0451748061242194,0.0572055534779831,0.164788958046293,-0.102997740412875,0.0169059276690535,0.0040179409778174,0,1.09780216246198,1.03997133625807
20,-3073081.8489363,0.000568708747905072,1.54178238710894e-05,0.0540285964831415,0.0438385998718769,0.0141869482053513,-0.16379182833199,0.140757766672611,0.0592127293295881,-0.000760651178579571,0,1.09780216246198,1.03997133625807
21,-3073092.4712917,0.000568708747905072,1.54178238710894e-05,0.0536452699325657,0.0452962576964681,0.0302236159683438,0.151262233962982,0.143976720621458,-0.00403197125492627,-0.0105407521787451,0,1.09780216246198,1.03997133625807
22,-3073091.73016989,0.000568708747905072,1.54178238710894e-05,0.0533931273453238,0.044820060398873,0.0320477693359563,0.154302327521201,0.111766408797213,-0.00334661725453864,-0.0071429463454532,0,1.09780216246198,1.03997133625807
23,-3073071.38662872,0.000568708747905072,1.54178238710894e-05,0.050123577919974,0.0484568704850889,0.0670549543792916,-0.129030613048167,0.449740688873325,0.0378207994109378,-0.019129481454362,0,1.09780216246198,1.03997133625807
24,-3073082.31184355,0.000568708747905072,1.54178238710894e-05,0.0512322702436952,0.0451981196266107,0.0512478818162926,0.165785041995037,-0.0668942830215373,0.0299178830840915,1.6012930102828e-05,0,1.09780216246198,1.03997133625807
25,-3073085.9631637,0.000568708747905072,1.54178238710894e-05,0.0527046753615112,0.0451250777144429,0.0314059707394073,0.150899197540693,0.0645372126435505,0.0629748247803253,-0.00957661129984259,0,1.09780216246198,1.03997133625807
26,-3073083.10416449,0.000568708747905072,1.54178238710894e-05,0.0545492241420126,0.0447726671419914,1.00087625234623e-05,-0.161154945462095,0.0895229903387646,0.0404629070313515,-1.69629491848978e-05,0,1.09780216246198,1.03997133625807
27,-3073083.46411018,0.000568708747905072,1.54178238710894e-05,0.0541525978768855,0.0450193360513121,0.00720144440068626,-0.154905779081598,0.229438237972698,-0.0343200159953416,-0.0040988285938593,0,1.09780216246198,1.03997133625807
28,-3073093.52346457,0.000568708747905072,1.54178238710894e-05,0.0543757783777775,0.0456827674891185,0.00288015252916999,0.147265568128469,0.225738157164537,0.0205447613523659,-0.0129741501154922,0,1.09780216246198,1.03997133625807
29,-3073091.01631949,0.000568708747905072,1.54178238710894e-05,0.054399774852465,0.0470103719644588,0.0162378563778279,-0.14870802397148,0.243413209093431,0.0445520424516947,-0.0117050502649204,0,1.09780216246198,1.03997133625807
30,-3073050.93641705,0.000568708747905072,1.54178238710894e-05,0.0539141673484749,0.0416756711628228,0.00421699058168361,-0.155844283601147,0.0805107488179652,0.120507841001022,-0.00688127360740728,0,1.09780216246198,1.03997133625807
31,-3073092.88747972,0.000568708747905072,1.54178238710894e-05,0.0534291637951377,0.0448133814471598,0.0296842624995231,0.153414860563351,0.121571641114172,0.00916438931949815,-0.00957223744925725,0,1.09780216246198,1.03997133625807
32,-3073056.6420432,0.000568708747905072,1.54178238710894e-05,0.0496943552732975,0.0478323540913619,0.0775214643010443,0.150701094164743,0.0562736266433952,-0.0855632170397678,-0.00589890834869252,0,1.09780216246198,1.03997133625807
33,-3073087.60982903,0.000568708747905072,1.54178238710894e-05,0.0529719831762519,0.0459476070181941,0.0420047526284196,-0.14700847175626,0.294185302094684,0.0350486410666385,-0.00778375769974605,0,1.09780216246198,1.03997133625807
34,-3073085.88469549,0.000568708747905072,1.54178238710894e-05,0.0543232510843017,0.0457390522415645,4.88992133236724e-05,0.141584833976687,0.316276079117137,0.00306483339536511,-0.0189039564260934,0,1.09780216246198,1.03997133625807
35,-3073093.87048981,0.000568708747905072,1.54178238710894e-05,0.0540446175061362,0.0455890866373193,0.0177257679033405,0.151027100155341,0.157102913038792,0.0214947009684428,-0.0104527237381023,0,1.09780216246198,1.03997133625807
36,-3073067.05384867,0.000568708747905072,1.54178238710894e-05,0.0553401291638359,0.0412436064529103,1.46876151591097e-06,-0.179977206695401,0.103614692361957,0.00128503392722751,0.00172426617156352,0,1.09780216246198,1.03997133625807
37,-3073092.70377075,0.000568708747905072,1.54178238710894e-05,0.0544428139944517,0.0465233467888969,0.0087326969623764,-0.143057650172127,0.260482843823002,0.0219427697540438,-0.0133156982031779,0,1.09780216246198,1.03997133625807
38,-3073092.22141687,0.000568708747905072,1.54178238710894e-05,0.054301794423837,0.0456419383223536,0.0149534858748096,-0.144411006722145,0.278343794820769,0.0241561650272243,-0.0135252868824369,0,1.09780216246198,1.03997133625807
39,-3073062.65486841,0.000568708747905072,1.54178238710894e-05,0.0546776407088904,0.0433941285828703,2.47318063849166e-05,-0.178425187135326,0.0593920851661467,0.00635717221899552,0.00729497550554438,0,1.09780216246198,1.03997133625807
